"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ATCC_51524","KPL3033","KPL3043","KPL3050","KPL3052","KPL3065","KPL3069","KPL3070","KPL3077","KPL3084","KPL3086","KPL3090","KPL3246","KPL3250","KPL3256","KPL3264","KPL3274","KPL3911","KPL1914","KPL1934_CDC4709_98","KPL1939_CDC4792_99","KPL1938_CDC4791_99","KPL1937_CDC4199_99","KPL1933_CDC4545_98","KPL1932_CDC4420_98","KPL1931_CDC4294_98","KPL1930_CDC2949_98","KPL1922_CDC39_95"
"GC_00000011","persistent","tRNA nucleotidyltransferase/poly(A) polymerase (PcnB) (PDB:3WFR)","28","55","1.96","NA","NA","","","","356","1568","805.13","ATCC_51524_CDS_1269" "ATCC_51524_CDS_1268","KPL3033_CDS_0649" "KPL3033_CDS_0648","KPL3043_CDS_0660" "KPL3043_CDS_0661","KPL3050_CDS_0752" "KPL3050_CDS_0753","KPL3052_CDS_0747" "KPL3052_CDS_0748","KPL3065_CDS_0647" "KPL3065_CDS_0646","KPL3069_CDS_0752" "KPL3069_CDS_0753","KPL3070_CDS_0685" "KPL3070_CDS_0684","KPL3077_CDS_0119" "KPL3077_CDS_0120","KPL3084_CDS_0695" "KPL3084_CDS_0694","KPL3086_CDS_0646" "KPL3086_CDS_0647","KPL3090_CDS_0769" "KPL3090_CDS_0768","KPL3246_CDS_0680" "KPL3246_CDS_0679","KPL3250_CDS_0647" "KPL3250_CDS_0648","KPL3256_CDS_0290" "KPL3256_CDS_0291","KPL3264_CDS_0580" "KPL3264_CDS_0579","KPL3274_CDS_0660" "KPL3274_CDS_0661","KPL3911_CDS_0713" "KPL3911_CDS_0714","KPL1914_CDS_1412" "KPL1914_CDS_1411","KPL1934_CDC4709_98_CDS_1060" "KPL1934_CDC4709_98_CDS_1061","KPL1939_CDC4792_99_CDS_1309" "KPL1939_CDC4792_99_CDS_1310","KPL1938_CDC4791_99_CDS_0168" "KPL1938_CDC4791_99_CDS_0167","KPL1937_CDC4199_99_CDS_1550" "KPL1937_CDC4199_99_CDS_1551","KPL1933_CDC4545_98_CDS_1278" "KPL1933_CDC4545_98_CDS_1279","KPL1932_CDC4420_98_CDS_1399" "KPL1932_CDC4420_98_CDS_1400","KPL1931_CDC4294_98_CDS_0614" "KPL1931_CDC4294_98_CDS_0615","KPL1930_CDC2949_98_CDS_1477" "KPL1930_CDC2949_98_CDS_1476","KPL1922_CDC39_95_CDS_1433"
"GC_00000012","persistent","Glycosidase/amylase (phosphorylase) (AmyA) (PDB:2P67) (PUBMED:29684280)","28","55","1.96","NA","NA","","","","380","2234","1127.71","ATCC_51524_CDS_0990" "ATCC_51524_CDS_0991","KPL3033_CDS_0909" "KPL3033_CDS_0908","KPL3043_CDS_0932" "KPL3043_CDS_0931","KPL3050_CDS_1042" "KPL3050_CDS_1041","KPL3052_CDS_1036" "KPL3052_CDS_1035","KPL3065_CDS_0918" "KPL3065_CDS_0917","KPL3069_CDS_1024","KPL3070_CDS_0959" "KPL3070_CDS_0958","KPL3077_CDS_0418" "KPL3077_CDS_0417","KPL3084_CDS_0977" "KPL3084_CDS_0976","KPL3086_CDS_0930" "KPL3086_CDS_0929","KPL3090_CDS_1050" "KPL3090_CDS_1049","KPL3246_CDS_0953" "KPL3246_CDS_0952","KPL3250_CDS_0934" "KPL3250_CDS_0935","KPL3256_CDS_0547" "KPL3256_CDS_0546","KPL3264_CDS_0298" "KPL3264_CDS_0299","KPL3274_CDS_0909" "KPL3274_CDS_0910","KPL3911_CDS_1003" "KPL3911_CDS_1002","KPL1914_CDS_1122" "KPL1914_CDS_1123","KPL1934_CDC4709_98_CDS_1340" "KPL1934_CDC4709_98_CDS_1339","KPL1939_CDC4792_99_CDS_1031" "KPL1939_CDC4792_99_CDS_1030","KPL1938_CDC4791_99_CDS_0142" "KPL1938_CDC4791_99_CDS_0143","KPL1937_CDC4199_99_CDS_1243" "KPL1937_CDC4199_99_CDS_1242","KPL1933_CDC4545_98_CDS_0490" "KPL1933_CDC4545_98_CDS_0489","KPL1932_CDC4420_98_CDS_0730" "KPL1932_CDC4420_98_CDS_0729","KPL1931_CDC4294_98_CDS_1414" "KPL1931_CDC4294_98_CDS_1415","KPL1930_CDC2949_98_CDS_0548" "KPL1930_CDC2949_98_CDS_0549","KPL1922_CDC39_95_CDS_0279" "KPL1922_CDC39_95_CDS_0278"
"GC_00000013","persistent","tRNA A37 threonylcarbamoyladenosine modification protein TsaB (TsaB) (PDB:1OKJ)","28","55","1.96","NA","NA","","","","590","1292","676.4","ATCC_51524_CDS_1593" "ATCC_51524_CDS_1594","KPL3033_CDS_1571" "KPL3033_CDS_1570","KPL3043_CDS_1496" "KPL3043_CDS_1497","KPL3050_CDS_1590" "KPL3050_CDS_1591","KPL3052_CDS_1574" "KPL3052_CDS_1575","KPL3065_CDS_1468" "KPL3065_CDS_1469","KPL3069_CDS_1653" "KPL3069_CDS_1654","KPL3070_CDS_1505" "KPL3070_CDS_1506","KPL3077_CDS_0966" "KPL3077_CDS_0967","KPL3084_CDS_1525" "KPL3084_CDS_1526","KPL3086_CDS_1482" "KPL3086_CDS_1481","KPL3090_CDS_1676" "KPL3090_CDS_1677","KPL3246_CDS_1485" "KPL3246_CDS_1486","KPL3250_CDS_1476" "KPL3250_CDS_1477","KPL3256_CDS_1101" "KPL3256_CDS_1102","KPL3264_CDS_1486" "KPL3264_CDS_1487","KPL3274_CDS_1448" "KPL3274_CDS_1449","KPL3911_CDS_1544","KPL1914_CDS_0559" "KPL1914_CDS_0560","KPL1934_CDC4709_98_CDS_0134" "KPL1934_CDC4709_98_CDS_0133","KPL1939_CDC4792_99_CDS_1427" "KPL1939_CDC4792_99_CDS_1426","KPL1938_CDC4791_99_CDS_0645" "KPL1938_CDC4791_99_CDS_0646","KPL1937_CDC4199_99_CDS_0694" "KPL1937_CDC4199_99_CDS_0695","KPL1933_CDC4545_98_CDS_0037" "KPL1933_CDC4545_98_CDS_0038","KPL1932_CDC4420_98_CDS_0901" "KPL1932_CDC4420_98_CDS_0902","KPL1931_CDC4294_98_CDS_0092" "KPL1931_CDC4294_98_CDS_0091","KPL1930_CDC2949_98_CDS_0110" "KPL1930_CDC2949_98_CDS_0111","KPL1922_CDC39_95_CDS_0819" "KPL1922_CDC39_95_CDS_0820"
"GC_00000014","persistent","6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase (NagB) (PDB:2RI0) (PUBMED:24163345)","28","49","1.75","NA","NA","","","","179","734","713.73","ATCC_51524_CDS_1314" "ATCC_51524_CDS_1490","KPL3033_CDS_0597" "KPL3033_CDS_1473","KPL3043_CDS_0614" "KPL3043_CDS_1397","KPL3050_CDS_1485" "KPL3050_CDS_0707","KPL3052_CDS_1470" "KPL3052_CDS_0702","KPL3065_CDS_0600" "KPL3065_CDS_1377","KPL3069_CDS_1550" "KPL3069_CDS_0707","KPL3070_CDS_0641" "KPL3070_CDS_1389","KPL3077_CDS_0074" "KPL3077_CDS_0859","KPL3084_CDS_0651" "KPL3084_CDS_1415","KPL3086_CDS_1390" "KPL3086_CDS_0599","KPL3090_CDS_0723" "KPL3090_CDS_1580","KPL3246_CDS_0629" "KPL3246_CDS_1384","KPL3250_CDS_0601" "KPL3250_CDS_1382","KPL3256_CDS_0992","KPL3264_CDS_0625" "KPL3264_CDS_1590","KPL3274_CDS_1347","KPL3911_CDS_0659" "KPL3911_CDS_1434","KPL1914_CDS_1463" "KPL1914_CDS_0661","KPL1934_CDC4709_98_CDS_1773" "KPL1934_CDC4709_98_CDS_1772" "KPL1934_CDC4709_98_CDS_0031","KPL1939_CDC4792_99_CDS_1525","KPL1938_CDC4791_99_CDS_0540","KPL1937_CDC4199_99_CDS_0594" "KPL1937_CDC4199_99_CDS_1588","KPL1933_CDC4545_98_CDS_0142","KPL1932_CDC4420_98_CDS_0020","KPL1931_CDC4294_98_CDS_1114","KPL1930_CDC2949_98_CDS_0014","KPL1922_CDC39_95_CDS_0694" "KPL1922_CDC39_95_CDS_1506"
"GC_00000015","persistent","Type I restriction-modification system, DNA methylase subunit (HsdM) (PDB:2AR0) (PUBMED:26872910)","28","49","1.75","NA","NA","","","","218","1700","796.57","ATCC_51524_CDS_0081" "ATCC_51524_CDS_0083","KPL3033_CDS_0442" "KPL3033_CDS_0441","KPL3043_CDS_0461" "KPL3043_CDS_0459","KPL3050_CDS_0464" "KPL3050_CDS_0462","KPL3052_CDS_0455" "KPL3052_CDS_0456","KPL3065_CDS_0445" "KPL3065_CDS_0447","KPL3069_CDS_0470","KPL3070_CDS_0488" "KPL3070_CDS_0489","KPL3077_CDS_1660" "KPL3077_CDS_1662","KPL3084_CDS_0492" "KPL3084_CDS_0493","KPL3086_CDS_0445" "KPL3086_CDS_0443","KPL3090_CDS_0556","KPL3246_CDS_0467","KPL3250_CDS_0443","KPL3256_CDS_0098" "KPL3256_CDS_0096","KPL3264_CDS_0789","KPL3274_CDS_0456" "KPL3274_CDS_0457","KPL3911_CDS_0496" "KPL3911_CDS_0497","KPL1914_CDS_1628" "KPL1914_CDS_1626","KPL1934_CDC4709_98_CDS_0814" "KPL1934_CDC4709_98_CDS_0815","KPL1939_CDC4792_99_CDS_0204" "KPL1939_CDC4792_99_CDS_0202","KPL1938_CDC4791_99_CDS_0036","KPL1937_CDC4199_99_CDS_0447" "KPL1937_CDC4199_99_CDS_0448","KPL1933_CDC4545_98_CDS_0365" "KPL1933_CDC4545_98_CDS_0366","KPL1932_CDC4420_98_CDS_1178" "KPL1932_CDC4420_98_CDS_1179","KPL1931_CDC4294_98_CDS_1831" "KPL1931_CDC4294_98_CDS_1829","KPL1930_CDC2949_98_CDS_1222","KPL1922_CDC39_95_CDS_0562" "KPL1922_CDC39_95_CDS_0563"
"GC_00000016","persistent","Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase (BglB) (PDB:4HZ6)","26","47","1.81","NA","NA","","","","1370","1433","1421.83","ATCC_51524_CDS_0122","KPL3033_CDS_0386","KPL3043_CDS_0402","KPL3050_CDS_0407" "KPL3050_CDS_0416" "KPL3050_CDS_0409","KPL3052_CDS_0398" "KPL3052_CDS_0407" "KPL3052_CDS_0400","KPL3065_CDS_0391" "KPL3065_CDS_0393" "KPL3065_CDS_0400","KPL3069_CDS_0421" "KPL3069_CDS_0399","KPL3070_CDS_0417" "KPL3070_CDS_0439","KPL3077_CDS_1605","KPL3084_CDS_0422" "KPL3084_CDS_0444","KPL3086_CDS_0398" "KPL3086_CDS_0389" "KPL3086_CDS_0391","KPL3090_CDS_0499","KPL3246_CDS_0420" "KPL3246_CDS_0413" "KPL3246_CDS_0411","KPL3250_CDS_0384","KPL3256_CDS_1757" "KPL3256_CDS_1735","KPL3264_CDS_0845","KPL3274_CDS_0400","KPL3911_CDS_0423" "KPL3911_CDS_0445","KPL1914_CDS_1682" "KPL1914_CDS_1673" "KPL1914_CDS_1680","KPL1934_CDC4709_98_CDS_0756","KPL1939_CDC4792_99_CDS_0569","KPL1938_CDC4791_99_CDS_1213","","KPL1933_CDC4545_98_CDS_0692" "KPL1933_CDC4545_98_CDS_0683" "KPL1933_CDC4545_98_CDS_0690","KPL1932_CDC4420_98_CDS_1742","KPL1931_CDC4294_98_CDS_1306" "KPL1931_CDC4294_98_CDS_0038" "KPL1931_CDC4294_98_CDS_1308","KPL1930_CDC2949_98_CDS_0671",""
"GC_00000017","persistent","Metal-dependent amidase/aminoacylase/carboxypeptidase (AbgB) (PDB:3RAM) (PUBMED:17307853)","28","45","1.61","NA","NA","","","","245","1199","1142.87","ATCC_51524_CDS_0272" "ATCC_51524_CDS_1678","KPL3033_CDS_0240" "KPL3033_CDS_1668","KPL3043_CDS_1577","KPL3050_CDS_1697","KPL3052_CDS_1679","KPL3065_CDS_1557","KPL3069_CDS_0246" "KPL3069_CDS_1735","KPL3070_CDS_0261" "KPL3070_CDS_1605","KPL3077_CDS_1067","KPL3084_CDS_0261" "KPL3084_CDS_1625","KPL3086_CDS_1570","KPL3090_CDS_0348" "KPL3090_CDS_1758","KPL3246_CDS_1593","KPL3250_CDS_1571","KPL3256_CDS_1180","KPL3264_CDS_1379","KPL3274_CDS_1551" "KPL3274_CDS_0255","KPL3911_CDS_0263" "KPL3911_CDS_1639","KPL1914_CDS_0456" "KPL1914_CDS_0071","KPL1934_CDC4709_98_CDS_0231","KPL1939_CDC4792_99_CDS_0421" "KPL1939_CDC4792_99_CDS_1337","KPL1938_CDC4791_99_CDS_1178" "KPL1938_CDC4791_99_CDS_1179" "KPL1938_CDC4791_99_CDS_1122","KPL1937_CDC4199_99_CDS_0345","KPL1933_CDC4545_98_CDS_0256" "KPL1933_CDC4545_98_CDS_0850" "KPL1933_CDC4545_98_CDS_0851","KPL1932_CDC4420_98_CDS_1096" "KPL1932_CDC4420_98_CDS_0505","KPL1931_CDC4294_98_CDS_1547" "KPL1931_CDC4294_98_CDS_0185","KPL1930_CDC2949_98_CDS_0852" "KPL1930_CDC2949_98_CDS_0209","KPL1922_CDC39_95_CDS_0916"
"GC_00000018","persistent","Predicted DNA-binding protein with an HTH domain","28","43","1.54","NA","NA","","","","209","242","226.09","ATCC_51524_CDS_1247" "ATCC_51524_CDS_1227","KPL3033_CDS_0671","KPL3043_CDS_0683","KPL3050_CDS_0775","KPL3052_CDS_0769" "KPL3052_CDS_0790","KPL3065_CDS_0669","KPL3069_CDS_0797" "KPL3069_CDS_0776","KPL3070_CDS_0729" "KPL3070_CDS_0707","KPL3077_CDS_0137","KPL3084_CDS_0739" "KPL3084_CDS_0717","KPL3086_CDS_0669","KPL3090_CDS_0791","KPL3246_CDS_0722" "KPL3246_CDS_0703","KPL3250_CDS_0692" "KPL3250_CDS_0673","KPL3256_CDS_0313" "KPL3256_CDS_0332","KPL3264_CDS_0534" "KPL3264_CDS_0557","KPL3274_CDS_0679","KPL3911_CDS_0736" "KPL3911_CDS_0759","KPL1914_CDS_1395","KPL1934_CDC4709_98_CDS_1104" "KPL1934_CDC4709_98_CDS_1083","KPL1939_CDC4792_99_CDS_1284","KPL1938_CDC4791_99_CDS_0210" "KPL1938_CDC4791_99_CDS_0189","KPL1937_CDC4199_99_CDS_0006" "KPL1937_CDC4199_99_CDS_0026","KPL1933_CDC4545_98_CDS_1234" "KPL1933_CDC4545_98_CDS_1255","KPL1932_CDC4420_98_CDS_1423","KPL1931_CDC4294_98_CDS_0659" "KPL1931_CDC4294_98_CDS_0637","KPL1930_CDC2949_98_CDS_1454","KPL1922_CDC39_95_CDS_1411"
"GC_00000019","persistent","DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains (CitB) (PDB:1A04)","27","43","1.59","NA","NA","","","","335","599","500.42","ATCC_51524_CDS_1229" "ATCC_51524_CDS_1223","KPL3033_CDS_0691","KPL3043_CDS_0699","KPL3050_CDS_0794","KPL3052_CDS_0794" "KPL3052_CDS_0787","KPL3065_CDS_0687","KPL3069_CDS_0794" "KPL3069_CDS_0803","KPL3070_CDS_0727" "KPL3070_CDS_0733","KPL3077_CDS_0157","KPL3084_CDS_0743" "KPL3084_CDS_0737","KPL3086_CDS_0688","KPL3090_CDS_0811" "KPL3090_CDS_0817","KPL3246_CDS_0719" "KPL3246_CDS_0728","KPL3250_CDS_0689" "KPL3250_CDS_0698","KPL3256_CDS_0329" "KPL3256_CDS_0338","KPL3264_CDS_0537" "KPL3264_CDS_0528","KPL3274_CDS_0699","KPL3911_CDS_0763" "KPL3911_CDS_0757","","KPL1934_CDC4709_98_CDS_1110" "KPL1934_CDC4709_98_CDS_1101","KPL1939_CDC4792_99_CDS_1267","KPL1938_CDC4791_99_CDS_0214" "KPL1938_CDC4791_99_CDS_0207","KPL1937_CDC4199_99_CDS_0023" "KPL1937_CDC4199_99_CDS_0032","KPL1933_CDC4545_98_CDS_1230" "KPL1933_CDC4545_98_CDS_1237","KPL1932_CDC4420_98_CDS_0343","KPL1931_CDC4294_98_CDS_0656" "KPL1931_CDC4294_98_CDS_0663","KPL1930_CDC2949_98_CDS_1437","KPL1922_CDC39_95_CDS_1391"
"GC_00000020","shell","","21","41","1.95","NA","NA","","","","185","593","324.1","","KPL3033_CDS_1387" "KPL3033_CDS_1386","KPL3043_CDS_1307" "KPL3043_CDS_1306","","KPL3052_CDS_1384" "KPL3052_CDS_1383","KPL3065_CDS_1287" "KPL3065_CDS_1286","KPL3069_CDS_1462" "KPL3069_CDS_1461","KPL3070_CDS_1303" "KPL3070_CDS_1302","KPL3077_CDS_0779" "KPL3077_CDS_0778","KPL3084_CDS_1327" "KPL3084_CDS_1326","KPL3086_CDS_1300" "KPL3086_CDS_1299","KPL3090_CDS_1421" "KPL3090_CDS_1420","","","KPL3256_CDS_0906" "KPL3256_CDS_0905","KPL3264_CDS_1675" "KPL3264_CDS_1674","","KPL3911_CDS_1352","KPL1914_CDS_0740" "KPL1914_CDS_0741","KPL1934_CDC4709_98_CDS_1682" "KPL1934_CDC4709_98_CDS_1683","","KPL1938_CDC4791_99_CDS_1537" "KPL1938_CDC4791_99_CDS_1536","","KPL1933_CDC4545_98_CDS_0229" "KPL1933_CDC4545_98_CDS_0230","KPL1932_CDC4420_98_CDS_0429" "KPL1932_CDC4420_98_CDS_0428","KPL1931_CDC4294_98_CDS_0755" "KPL1931_CDC4294_98_CDS_0754","KPL1930_CDC2949_98_CDS_0281" "KPL1930_CDC2949_98_CDS_0282","KPL1922_CDC39_95_CDS_1592" "KPL1922_CDC39_95_CDS_1591"
"GC_00000021","persistent","Acetyl esterase/lipase (Aes) (PDB:1EVQ)","28","41","1.46","NA","NA","","","","197","1100","943.05","ATCC_51524_CDS_0550","KPL3033_CDS_1784","KPL3043_CDS_1691" "KPL3043_CDS_1698","KPL3050_CDS_1814" "KPL3050_CDS_1821","KPL3052_CDS_1797" "KPL3052_CDS_1804","KPL3065_CDS_1671" "KPL3065_CDS_1678","KPL3069_CDS_1853","KPL3070_CDS_1721","KPL3077_CDS_1181" "KPL3077_CDS_1188","KPL3084_CDS_1741","KPL3086_CDS_1683" "KPL3086_CDS_1690","KPL3090_CDS_1870" "KPL3090_CDS_1877","KPL3246_CDS_1704","KPL3250_CDS_1694" "KPL3250_CDS_1687","KPL3256_CDS_1311" "KPL3256_CDS_1304","KPL3264_CDS_1268","KPL3274_CDS_1657" "KPL3274_CDS_1664","KPL3911_CDS_1756","KPL1914_CDS_0348","KPL1934_CDC4709_98_CDS_0339" "KPL1934_CDC4709_98_CDS_0346","KPL1939_CDC4792_99_CDS_0627","KPL1938_CDC4791_99_CDS_1628","KPL1937_CDC4199_99_CDS_1490","KPL1933_CDC4545_98_CDS_1139","KPL1932_CDC4420_98_CDS_1482","KPL1931_CDC4294_98_CDS_0892" "KPL1931_CDC4294_98_CDS_1638","KPL1930_CDC2949_98_CDS_0356" "KPL1930_CDC2949_98_CDS_0668","KPL1922_CDC39_95_CDS_0976"
"GC_00000022","shell","","21","41","1.95","NA","NA","","","","98","299","170.66","ATCC_51524_CDS_1189" "ATCC_51524_CDS_0902","","KPL3043_CDS_0745","KPL3050_CDS_0521" "KPL3050_CDS_0519" "KPL3050_CDS_0829" "KPL3050_CDS_1637","KPL3052_CDS_1621","KPL3065_CDS_0733","KPL3069_CDS_0526","KPL3070_CDS_1473" "KPL3070_CDS_1556" "KPL3070_CDS_1483","KPL3077_CDS_1059" "KPL3077_CDS_0939" "KPL3077_CDS_0193" "KPL3077_CDS_0949","KPL3084_CDS_1574" "KPL3084_CDS_1499" "KPL3084_CDS_1508" "KPL3084_CDS_0776","KPL3086_CDS_0734","","KPL3246_CDS_1532","KPL3250_CDS_0854","KPL3256_CDS_1084","KPL3264_CDS_0491" "KPL3264_CDS_1440","","KPL3911_CDS_1591" "KPL3911_CDS_1517" "KPL3911_CDS_0798" "KPL3911_CDS_1527","KPL1914_CDS_1330" "KPL1914_CDS_0464","KPL1934_CDC4709_98_CDS_0179","KPL1939_CDC4792_99_CDS_1107" "KPL1939_CDC4792_99_CDS_0077","","KPL1937_CDC4199_99_CDS_0975" "KPL1937_CDC4199_99_CDS_1660" "KPL1937_CDC4199_99_CDS_0080","KPL1933_CDC4545_98_CDS_0569","","","KPL1930_CDC2949_98_CDS_0575",""
"GC_00000023","persistent","Neuraminidase (sialidase) NanH, contains C-terminal autotransporter domain (NanH) (PDB:1EUT)","28","40","1.43","NA","NA","","","","479","3971","2091.35","ATCC_51524_CDS_0120","KPL3033_CDS_0404","KPL3043_CDS_0421","KPL3050_CDS_1329" "KPL3050_CDS_0425","KPL3052_CDS_1319" "KPL3052_CDS_0416","KPL3065_CDS_0409","KPL3069_CDS_0430" "KPL3069_CDS_0431","KPL3070_CDS_0448","KPL3077_CDS_1623","KPL3084_CDS_0453","KPL3086_CDS_0407","KPL3090_CDS_0517","KPL3246_CDS_1235" "KPL3246_CDS_0429","KPL3250_CDS_0403","KPL3256_CDS_1766","KPL3264_CDS_0828" "KPL3264_CDS_1749","KPL3274_CDS_0419","KPL3911_CDS_0455","KPL1914_CDS_1664","KPL1934_CDC4709_98_CDS_1619" "KPL1934_CDC4709_98_CDS_0775","KPL1939_CDC4792_99_CDS_0587","KPL1938_CDC4791_99_CDS_1195" "KPL1938_CDC4791_99_CDS_0858","KPL1937_CDC4199_99_CDS_1532" "KPL1937_CDC4199_99_CDS_1366","KPL1933_CDC4545_98_CDS_0675" "KPL1933_CDC4545_98_CDS_1676","KPL1932_CDC4420_98_CDS_1760" "KPL1932_CDC4420_98_CDS_0680","KPL1931_CDC4294_98_CDS_1209","KPL1930_CDC2949_98_CDS_1003" "KPL1930_CDC2949_98_CDS_0690","KPL1922_CDC39_95_CDS_0327" "KPL1922_CDC39_95_CDS_1692"
"GC_00000024","persistent","Membrane protein TolA involved in colicin uptake (TolA) (PDB:1S62)","28","40","1.43","NA","NA","","","","1085","8174","3098.22","ATCC_51524_CDS_0165","KPL3033_CDS_0351","KPL3043_CDS_0368","KPL3050_CDS_1505" "KPL3050_CDS_0372","KPL3052_CDS_0355" "KPL3052_CDS_1488","KPL3065_CDS_0355","KPL3069_CDS_0363","KPL3070_CDS_0373","KPL3077_CDS_1570","KPL3084_CDS_0569" "KPL3084_CDS_0379","KPL3086_CDS_0353","KPL3090_CDS_0463","KPL3246_CDS_0369" "KPL3246_CDS_1402" "KPL3246_CDS_0548","KPL3250_CDS_0348","KPL3256_CDS_1701","KPL3264_CDS_0881" "KPL3264_CDS_1572","KPL3274_CDS_0364","KPL3911_CDS_0380","KPL1914_CDS_1717","KPL1934_CDC4709_98_CDS_0049" "KPL1934_CDC4709_98_CDS_0721","KPL1939_CDC4792_99_CDS_0533","KPL1938_CDC4791_99_CDS_1249" "KPL1938_CDC4791_99_CDS_0562","KPL1937_CDC4199_99_CDS_0612" "KPL1937_CDC4199_99_CDS_0767","KPL1933_CDC4545_98_CDS_0728" "KPL1933_CDC4545_98_CDS_0125","KPL1932_CDC4420_98_CDS_1706" "KPL1932_CDC4420_98_CDS_1357","KPL1931_CDC4294_98_CDS_1271","KPL1930_CDC2949_98_CDS_0034" "KPL1930_CDC2949_98_CDS_1672","KPL1922_CDC39_95_CDS_1646"
"GC_00000025","persistent","Organic hydroperoxide reductase OsmC/OhrA (OsmC) (PDB:1QWI)","28","38","1.36","NA","NA","","","","128","407","395.0","ATCC_51524_CDS_0549","KPL3033_CDS_1785","KPL3043_CDS_1699" "KPL3043_CDS_1692","KPL3050_CDS_1822" "KPL3050_CDS_1815","KPL3052_CDS_1798" "KPL3052_CDS_1805","KPL3065_CDS_1679" "KPL3065_CDS_1672","KPL3069_CDS_1854","KPL3070_CDS_1722","KPL3077_CDS_1189","KPL3084_CDS_1742","KPL3086_CDS_1691" "KPL3086_CDS_1684","KPL3090_CDS_1878","KPL3246_CDS_1705","KPL3250_CDS_1695" "KPL3250_CDS_1688","KPL3256_CDS_1312" "KPL3256_CDS_1305","KPL3264_CDS_1267","KPL3274_CDS_1658" "KPL3274_CDS_1665" "KPL3274_CDS_1666","KPL3911_CDS_1757","KPL1914_CDS_0347","KPL1934_CDC4709_98_CDS_0347" "KPL1934_CDC4709_98_CDS_0340","KPL1939_CDC4792_99_CDS_0628","KPL1938_CDC4791_99_CDS_1629","KPL1937_CDC4199_99_CDS_1491","KPL1933_CDC4545_98_CDS_1138","KPL1932_CDC4420_98_CDS_1483","KPL1931_CDC4294_98_CDS_1639","KPL1930_CDC2949_98_CDS_0357","KPL1922_CDC39_95_CDS_0975"
"GC_00000026","persistent","DNA-binding response regulator, LytR/AlgR family (LytT) (PDB:3BS1)","28","38","1.36","NA","NA","","","","158","737","581.16","ATCC_51524_CDS_0421" "ATCC_51524_CDS_0419","KPL3033_CDS_0102" "KPL3033_CDS_0104","KPL3043_CDS_0111" "KPL3043_CDS_0113","KPL3050_CDS_0111","KPL3052_CDS_0094","KPL3065_CDS_0100","KPL3069_CDS_0104" "KPL3069_CDS_0102","KPL3070_CDS_0099","KPL3077_CDS_1312","KPL3084_CDS_0099","KPL3086_CDS_0100","KPL3090_CDS_0193" "KPL3090_CDS_0194","KPL3246_CDS_0102","KPL3250_CDS_0091","KPL3256_CDS_1440" "KPL3256_CDS_1442","KPL3264_CDS_1135","KPL3274_CDS_0107" "KPL3274_CDS_0105","KPL3911_CDS_0100","KPL1914_CDS_0226" "KPL1914_CDS_0228","KPL1934_CDC4709_98_CDS_0462","KPL1939_CDC4792_99_CDS_0754","KPL1938_CDC4791_99_CDS_1353","KPL1937_CDC4199_99_CDS_1045","KPL1933_CDC4545_98_CDS_1004","KPL1932_CDC4420_98_CDS_1609" "KPL1932_CDC4420_98_CDS_1611","KPL1931_CDC4294_98_CDS_0230","KPL1930_CDC2949_98_CDS_0527","KPL1922_CDC39_95_CDS_0069" "KPL1922_CDC39_95_CDS_0071"
"GC_00000027","persistent","Sensor histidine kinase YesM (YesM)","28","38","1.36","NA","NA","","","","1016","1328","1309.05","ATCC_51524_CDS_0418" "ATCC_51524_CDS_0422","KPL3033_CDS_0105" "KPL3033_CDS_0101","KPL3043_CDS_0110" "KPL3043_CDS_0114","KPL3050_CDS_0110","KPL3052_CDS_0095","KPL3065_CDS_0101","KPL3069_CDS_0101" "KPL3069_CDS_0105","KPL3070_CDS_0100","KPL3077_CDS_1311","KPL3084_CDS_0100","KPL3086_CDS_0101","KPL3090_CDS_0195","KPL3246_CDS_0103","KPL3250_CDS_0092","KPL3256_CDS_1439" "KPL3256_CDS_1443","KPL3264_CDS_1136","KPL3274_CDS_0108" "KPL3274_CDS_0104","KPL3911_CDS_0101","KPL1914_CDS_0229" "KPL1914_CDS_0225","KPL1934_CDC4709_98_CDS_0463","KPL1939_CDC4792_99_CDS_0753","KPL1938_CDC4791_99_CDS_1352","KPL1937_CDC4199_99_CDS_1046","KPL1933_CDC4545_98_CDS_1003","KPL1932_CDC4420_98_CDS_1612" "KPL1932_CDC4420_98_CDS_1608","KPL1931_CDC4294_98_CDS_0231","KPL1930_CDC2949_98_CDS_0491" "KPL1930_CDC2949_98_CDS_0526","KPL1922_CDC39_95_CDS_0068" "KPL1922_CDC39_95_CDS_0072"
