Id,Label,Interval,nb_genes,name,product,type,partition,sub partition,partition_exact,partition_soft,length_avg,length_med,nb_organisms,Genome1,Genome2,Genome3,Genome4,Genome5,Genome6,Genome7,Genome8,Genome9,Genome10,Genome11,Genome12,Genome13,Genome14,Genome15,Genome16,Genome17,Genome18,Genome19,Genome20,Genome21,Genome22,Genome23,Genome24,Genome25,Genome26,Genome27,Genome28
12,GC_00000013,,55,COG1214,tRNA A37 threonylcarbamoyladenosine modification protein TsaB (TsaB) (PDB:1OKJ),CDS,persistent,P,exact_core,soft_core,676.4,740,28,ATCC_51524___1594|ATCC_51524___1595,KPL3033___1572|KPL3033___1571,KPL3043___1497|KPL3043___1498,KPL3050___1591|KPL3050___1592,KPL3052___1575|KPL3052___1576,KPL3065___1469|KPL3065___1470,KPL3069___1654|KPL3069___1655,KPL3070___1506|KPL3070___1507,KPL3077___967|KPL3077___968,KPL3084___1526|KPL3084___1527,KPL3086___1483|KPL3086___1482,KPL3090___1677|KPL3090___1678,KPL3246___1486|KPL3246___1487,KPL3250___1477|KPL3250___1478,KPL3256___1102|KPL3256___1103,KPL3264___1487|KPL3264___1488,KPL3274___1449|KPL3274___1450,KPL3911___1545,KPL1914___560|KPL1914___561,KPL1934_CDC4709_98___135|KPL1934_CDC4709_98___134,KPL1939_CDC4792_99___1428|KPL1939_CDC4792_99___1427,KPL1938_CDC4791_99___646|KPL1938_CDC4791_99___647,KPL1937_CDC4199_99___695|KPL1937_CDC4199_99___696,KPL1933_CDC4545_98___38|KPL1933_CDC4545_98___39,KPL1932_CDC4420_98___902|KPL1932_CDC4420_98___903,KPL1931_CDC4294_98___93|KPL1931_CDC4294_98___92,KPL1930_CDC2949_98___111|KPL1930_CDC2949_98___112,KPL1922_CDC39_95___820|KPL1922_CDC39_95___821
13,GC_00000014,,49,COG0363,6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase (NagB) (PDB:2RI0) (PUBMED:24163345),CDS,persistent,P,exact_core,soft_core,713.73,731,28,ATCC_51524___1315|ATCC_51524___1491,KPL3033___598|KPL3033___1474,KPL3043___615|KPL3043___1398,KPL3050___1486|KPL3050___708,KPL3052___1471|KPL3052___703,KPL3065___601|KPL3065___1378,KPL3069___1551|KPL3069___708,KPL3070___642|KPL3070___1390,KPL3077___75|KPL3077___860,KPL3084___652|KPL3084___1416,KPL3086___1391|KPL3086___600,KPL3090___724|KPL3090___1581,KPL3246___630|KPL3246___1385,KPL3250___602|KPL3250___1383,KPL3256___993,KPL3264___626|KPL3264___1591,KPL3274___1348,KPL3911___660|KPL3911___1435,KPL1914___1464|KPL1914___662,KPL1934_CDC4709_98___1774|KPL1934_CDC4709_98___1773|KPL1934_CDC4709_98___32,KPL1939_CDC4792_99___1526,KPL1938_CDC4791_99___541,KPL1937_CDC4199_99___595|KPL1937_CDC4199_99___1589,KPL1933_CDC4545_98___143,KPL1932_CDC4420_98___21,KPL1931_CDC4294_98___1115,KPL1930_CDC2949_98___15,KPL1922_CDC39_95___695|KPL1922_CDC39_95___1507
14,GC_00000015,,49,COG0286,"Type I restriction-modification system, DNA methylase subunit (HsdM) (PDB:2AR0) (PUBMED:26872910)",CDS,persistent,P,exact_core,soft_core,796.57,749,28,ATCC_51524___82|ATCC_51524___84,KPL3033___443|KPL3033___442,KPL3043___462|KPL3043___460,KPL3050___465|KPL3050___463,KPL3052___456|KPL3052___457,KPL3065___446|KPL3065___448,KPL3069___471,KPL3070___489|KPL3070___490,KPL3077___1661|KPL3077___1663,KPL3084___493|KPL3084___494,KPL3086___446|KPL3086___444,KPL3090___557,KPL3246___468,KPL3250___444,KPL3256___99|KPL3256___97,KPL3264___790,KPL3274___457|KPL3274___458,KPL3911___497|KPL3911___498,KPL1914___1629|KPL1914___1627,KPL1934_CDC4709_98___815|KPL1934_CDC4709_98___816,KPL1939_CDC4792_99___205|KPL1939_CDC4792_99___203,KPL1938_CDC4791_99___37,KPL1937_CDC4199_99___448|KPL1937_CDC4199_99___449,KPL1933_CDC4545_98___366|KPL1933_CDC4545_98___367,KPL1932_CDC4420_98___1179|KPL1932_CDC4420_98___1180,KPL1931_CDC4294_98___1832|KPL1931_CDC4294_98___1830,KPL1930_CDC2949_98___1223,KPL1922_CDC39_95___563|KPL1922_CDC39_95___564
16,GC_00000017,,45,COG1473,Metal-dependent amidase/aminoacylase/carboxypeptidase (AbgB) (PDB:3RAM) (PUBMED:17307853),CDS,persistent,P,exact_core,soft_core,1142.87,1196,28,ATCC_51524___273|ATCC_51524___1679,KPL3033___241|KPL3033___1669,KPL3043___1578,KPL3050___1698,KPL3052___1680,KPL3065___1558,KPL3069___247|KPL3069___1736,KPL3070___262|KPL3070___1606,KPL3077___1068,KPL3084___262|KPL3084___1626,KPL3086___1571,KPL3090___349|KPL3090___1759,KPL3246___1594,KPL3250___1572,KPL3256___1181,KPL3264___1380,KPL3274___1552|KPL3274___256,KPL3911___264|KPL3911___1640,KPL1914___457|KPL1914___72,KPL1934_CDC4709_98___232,KPL1939_CDC4792_99___422|KPL1939_CDC4792_99___1338,KPL1938_CDC4791_99___1179|KPL1938_CDC4791_99___1180|KPL1938_CDC4791_99___1123,KPL1937_CDC4199_99___346,KPL1933_CDC4545_98___257|KPL1933_CDC4545_98___851|KPL1933_CDC4545_98___852,KPL1932_CDC4420_98___1097|KPL1932_CDC4420_98___506,KPL1931_CDC4294_98___1548|KPL1931_CDC4294_98___186,KPL1930_CDC2949_98___853|KPL1930_CDC2949_98___210,KPL1922_CDC39_95___917
17,GC_00000018,,43,COG4710,Predicted DNA-binding protein with an HTH domain,CDS,persistent,P,exact_core,soft_core,226.09,227,28,ATCC_51524___1248|ATCC_51524___1228,KPL3033___672,KPL3043___684,KPL3050___776,KPL3052___770|KPL3052___791,KPL3065___670,KPL3069___798|KPL3069___777,KPL3070___730|KPL3070___708,KPL3077___138,KPL3084___740|KPL3084___718,KPL3086___670,KPL3090___792,KPL3246___723|KPL3246___704,KPL3250___693|KPL3250___674,KPL3256___314|KPL3256___333,KPL3264___535|KPL3264___558,KPL3274___680,KPL3911___737|KPL3911___760,KPL1914___1396,KPL1934_CDC4709_98___1105|KPL1934_CDC4709_98___1084,KPL1939_CDC4792_99___1285,KPL1938_CDC4791_99___211|KPL1938_CDC4791_99___190,KPL1937_CDC4199_99___7|KPL1937_CDC4199_99___27,KPL1933_CDC4545_98___1235|KPL1933_CDC4545_98___1256,KPL1932_CDC4420_98___1424,KPL1931_CDC4294_98___660|KPL1931_CDC4294_98___638,KPL1930_CDC2949_98___1455,KPL1922_CDC39_95___1412
20,GC_00000021,,41,COG0657,Acetyl esterase/lipase (Aes) (PDB:1EVQ),CDS,persistent,P,exact_core,soft_core,943.05,1028,28,ATCC_51524___551,KPL3033___1785,KPL3043___1692|KPL3043___1699,KPL3050___1815|KPL3050___1822,KPL3052___1798|KPL3052___1805,KPL3065___1672|KPL3065___1679,KPL3069___1854,KPL3070___1722,KPL3077___1182|KPL3077___1189,KPL3084___1742,KPL3086___1684|KPL3086___1691,KPL3090___1871|KPL3090___1878,KPL3246___1705,KPL3250___1695|KPL3250___1688,KPL3256___1312|KPL3256___1305,KPL3264___1269,KPL3274___1658|KPL3274___1665,KPL3911___1757,KPL1914___349,KPL1934_CDC4709_98___340|KPL1934_CDC4709_98___347,KPL1939_CDC4792_99___628,KPL1938_CDC4791_99___1629,KPL1937_CDC4199_99___1491,KPL1933_CDC4545_98___1140,KPL1932_CDC4420_98___1483,KPL1931_CDC4294_98___893|KPL1931_CDC4294_98___1639,KPL1930_CDC2949_98___357|KPL1930_CDC2949_98___669,KPL1922_CDC39_95___977
22,GC_00000023,,40,COG4409,"Neuraminidase (sialidase) NanH, contains C-terminal autotransporter domain (NanH) (PDB:1EUT)",CDS,persistent,P,exact_core,soft_core,2091.35,1445,28,ATCC_51524___121,KPL3033___405,KPL3043___422,KPL3050___1330|KPL3050___426,KPL3052___1320|KPL3052___417,KPL3065___410,KPL3069___431|KPL3069___432,KPL3070___449,KPL3077___1624,KPL3084___454,KPL3086___408,KPL3090___518,KPL3246___1236|KPL3246___430,KPL3250___404,KPL3256___1767,KPL3264___829|KPL3264___1750,KPL3274___420,KPL3911___456,KPL1914___1665,KPL1934_CDC4709_98___1620|KPL1934_CDC4709_98___776,KPL1939_CDC4792_99___588,KPL1938_CDC4791_99___1196|KPL1938_CDC4791_99___859,KPL1937_CDC4199_99___1533|KPL1937_CDC4199_99___1367,KPL1933_CDC4545_98___676|KPL1933_CDC4545_98___1677,KPL1932_CDC4420_98___1761|KPL1932_CDC4420_98___681,KPL1931_CDC4294_98___1210,KPL1930_CDC2949_98___1004|KPL1930_CDC2949_98___691,KPL1922_CDC39_95___328|KPL1922_CDC39_95___1693
23,GC_00000024,,40,COG3064,Membrane protein TolA involved in colicin uptake (TolA) (PDB:1S62),CDS,persistent,P,exact_core,soft_core,3098.22,1097,28,ATCC_51524___166,KPL3033___352,KPL3043___369,KPL3050___1506|KPL3050___373,KPL3052___356|KPL3052___1489,KPL3065___356,KPL3069___364,KPL3070___374,KPL3077___1571,KPL3084___570|KPL3084___380,KPL3086___354,KPL3090___464,KPL3246___370|KPL3246___1403|KPL3246___549,KPL3250___349,KPL3256___1702,KPL3264___882|KPL3264___1573,KPL3274___365,KPL3911___381,KPL1914___1718,KPL1934_CDC4709_98___50|KPL1934_CDC4709_98___722,KPL1939_CDC4792_99___534,KPL1938_CDC4791_99___1250|KPL1938_CDC4791_99___563,KPL1937_CDC4199_99___613|KPL1937_CDC4199_99___768,KPL1933_CDC4545_98___729|KPL1933_CDC4545_98___126,KPL1932_CDC4420_98___1707|KPL1932_CDC4420_98___1358,KPL1931_CDC4294_98___1272,KPL1930_CDC2949_98___35|KPL1930_CDC2949_98___1673,KPL1922_CDC39_95___1647
24,GC_00000025,,38,COG1764,Organic hydroperoxide reductase OsmC/OhrA (OsmC) (PDB:1QWI),CDS,persistent,P,exact_core,soft_core,395,405,28,ATCC_51524___550,KPL3033___1786,KPL3043___1700|KPL3043___1693,KPL3050___1823|KPL3050___1816,KPL3052___1799|KPL3052___1806,KPL3065___1680|KPL3065___1673,KPL3069___1855,KPL3070___1723,KPL3077___1190,KPL3084___1743,KPL3086___1692|KPL3086___1685,KPL3090___1879,KPL3246___1706,KPL3250___1696|KPL3250___1689,KPL3256___1313|KPL3256___1306,KPL3264___1268,KPL3274___1659|KPL3274___1666|KPL3274___1667,KPL3911___1758,KPL1914___348,KPL1934_CDC4709_98___348|KPL1934_CDC4709_98___341,KPL1939_CDC4792_99___629,KPL1938_CDC4791_99___1630,KPL1937_CDC4199_99___1492,KPL1933_CDC4545_98___1139,KPL1932_CDC4420_98___1484,KPL1931_CDC4294_98___1640,KPL1930_CDC2949_98___358,KPL1922_CDC39_95___976
25,GC_00000026,,38,COG3279,"DNA-binding response regulator, LytR/AlgR family (LytT) (PDB:3BS1)",CDS,persistent,P,exact_core,soft_core,581.16,737,28,ATCC_51524___422|ATCC_51524___420,KPL3033___103|KPL3033___105,KPL3043___112|KPL3043___114,KPL3050___112,KPL3052___95,KPL3065___101,KPL3069___105|KPL3069___103,KPL3070___100,KPL3077___1313,KPL3084___100,KPL3086___101,KPL3090___194|KPL3090___195,KPL3246___103,KPL3250___92,KPL3256___1441|KPL3256___1443,KPL3264___1136,KPL3274___108|KPL3274___106,KPL3911___101,KPL1914___227|KPL1914___229,KPL1934_CDC4709_98___463,KPL1939_CDC4792_99___755,KPL1938_CDC4791_99___1354,KPL1937_CDC4199_99___1046,KPL1933_CDC4545_98___1005,KPL1932_CDC4420_98___1610|KPL1932_CDC4420_98___1612,KPL1931_CDC4294_98___231,KPL1930_CDC2949_98___528,KPL1922_CDC39_95___70|KPL1922_CDC39_95___72
26,GC_00000027,,38,COG2972,Sensor histidine kinase YesM (YesM),CDS,persistent,P,exact_core,soft_core,1309.05,1319,28,ATCC_51524___419|ATCC_51524___423,KPL3033___106|KPL3033___102,KPL3043___111|KPL3043___115,KPL3050___111,KPL3052___96,KPL3065___102,KPL3069___102|KPL3069___106,KPL3070___101,KPL3077___1312,KPL3084___101,KPL3086___102,KPL3090___196,KPL3246___104,KPL3250___93,KPL3256___1440|KPL3256___1444,KPL3264___1137,KPL3274___109|KPL3274___105,KPL3911___102,KPL1914___230|KPL1914___226,KPL1934_CDC4709_98___464,KPL1939_CDC4792_99___754,KPL1938_CDC4791_99___1353,KPL1937_CDC4199_99___1047,KPL1933_CDC4545_98___1004,KPL1932_CDC4420_98___1613|KPL1932_CDC4420_98___1609,KPL1931_CDC4294_98___232,KPL1930_CDC2949_98___492|KPL1930_CDC2949_98___527,KPL1922_CDC39_95___69|KPL1922_CDC39_95___73
28,GC_00000029,,37,COG0057,Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase (GapA) (PDB:3ZDF),CDS,persistent,P,exact_core,soft_core,997.92,995,28,ATCC_51524___5,KPL3033___1004|KPL3033___522,KPL3043___541|KPL3043___1022,KPL3050___626,KPL3052___1131|KPL3052___622,KPL3065___527,KPL3069___627,KPL3070___568,KPL3077___1833|KPL3077___509,KPL3084___578,KPL3086___526,KPL3090___1145|KPL3090___642,KPL3246___556,KPL3250___522,KPL3256___178,KPL3264___705|KPL3264___203,KPL3274___543,KPL3911___579,KPL1914___1547|KPL1914___1029,KPL1934_CDC4709_98___950,KPL1939_CDC4792_99___885|KPL1939_CDC4792_99___943,KPL1938_CDC4791_99___968,KPL1937_CDC4199_99___273,KPL1933_CDC4545_98___1392,KPL1932_CDC4420_98___1268,KPL1931_CDC4294_98___1910,KPL1930_CDC2949_98___1589,KPL1922_CDC39_95___131|KPL1922_CDC39_95___1170
29,GC_00000030,,37,COG1132,"ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)",CDS,persistent,P,exact_core,soft_core,733.84,548,28,ATCC_51524___549|ATCC_51524___548,KPL3033___1787,KPL3043___1701,KPL3050___1824|KPL3050___1825,KPL3052___1807,KPL3065___1681,KPL3069___1856,KPL3070___1724,KPL3077___1191,KPL3084___1744,KPL3086___1693,KPL3090___1880,KPL3246___1707,KPL3250___1697|KPL3250___1698,KPL3256___1315|KPL3256___1316|KPL3256___1314,KPL3264___1267,KPL3274___1668,KPL3911___1759,KPL1914___347,KPL1934_CDC4709_98___349|KPL1934_CDC4709_98___350,KPL1939_CDC4792_99___630|KPL1939_CDC4792_99___631,KPL1938_CDC4791_99___1631,KPL1937_CDC4199_99___1493,KPL1933_CDC4545_98___1138,KPL1932_CDC4420_98___1485,KPL1931_CDC4294_98___1641,KPL1930_CDC2949_98___359,KPL1922_CDC39_95___975|KPL1922_CDC39_95___973|KPL1922_CDC39_95___974
30,GC_00000031,,37,COG5263,Glucan-binding domain (YG repeat) (PDB:1H09),CDS,persistent,P,exact_core,soft_core,1290.78,1301,28,ATCC_51524___541,KPL3033___1792,KPL3043___1705|KPL3043___1694,KPL3050___1831|KPL3050___1817,KPL3052___1811|KPL3052___1800,KPL3065___1674|KPL3065___1685,KPL3069___1861,KPL3070___1728,KPL3077___1195,KPL3084___1748,KPL3086___1686|KPL3086___1697,KPL3090___1884,KPL3246___1711,KPL3250___1705|KPL3250___1690,KPL3256___1307|KPL3256___1323,KPL3264___1263,KPL3274___1660|KPL3274___1675,KPL3911___1763,KPL1914___343,KPL1934_CDC4709_98___357|KPL1934_CDC4709_98___342,KPL1939_CDC4792_99___636,KPL1938_CDC4791_99___1635,KPL1937_CDC4199_99___1497,KPL1933_CDC4545_98___1134,KPL1932_CDC4420_98___1489,KPL1931_CDC4294_98___1645,KPL1930_CDC2949_98___363,KPL1922_CDC39_95___966
33,GC_00000034,,37,,,CDS,persistent,P,exact_core,soft_core,351.05,362,28,ATCC_51524___407|ATCC_51524___401,KPL3033___122,KPL3043___134|KPL3043___128,KPL3050___127,KPL3052___108,KPL3065___120|KPL3065___114,KPL3069___122,KPL3070___115,KPL3077___1325,KPL3084___116,KPL3086___114|KPL3086___120,KPL3090___215,KPL3246___123,KPL3250___104,KPL3256___1459,KPL3264___1124,KPL3274___123|KPL3274___129,KPL3911___117,KPL1914___209,KPL1934_CDC4709_98___481,KPL1939_CDC4792_99___776|KPL1939_CDC4792_99___770,KPL1938_CDC4791_99___1337|KPL1938_CDC4791_99___1331,KPL1937_CDC4199_99___1028|KPL1937_CDC4199_99___1034,KPL1933_CDC4545_98___989,KPL1932_CDC4420_98___1625|KPL1932_CDC4420_98___1631,KPL1931_CDC4294_98___219,KPL1930_CDC2949_98___512,KPL1922_CDC39_95___86
34,GC_00000035,,37,COG3391,DNA-binding beta-propeller fold protein YncE (YncE) (PDB:3VGZ) (PUBMED:22120742,CDS,persistent,P,exact_core,soft_core,893.65,1220,28,ATCC_51524___1416,KPL3033___1397|KPL3033___1398,KPL3043___1321,KPL3050___1409,KPL3052___1396|KPL3052___1395|KPL3052___1394,KPL3065___1301,KPL3069___1472,KPL3070___1314|KPL3070___1313,KPL3077___789,KPL3084___1337|KPL3084___1338,KPL3086___1314,KPL3090___1431,KPL3246___1311,KPL3250___1305,KPL3256___916,KPL3264___1665,KPL3274___1270,KPL3911___1363|KPL3911___1362,KPL1914___732,KPL1934_CDC4709_98___1698,KPL1939_CDC4792_99___1601|KPL1939_CDC4792_99___1602,KPL1938_CDC4791_99___1547|KPL1938_CDC4791_99___1548,KPL1937_CDC4199_99___520,KPL1933_CDC4545_98___221,KPL1932_CDC4420_98___419|KPL1932_CDC4420_98___420,KPL1931_CDC4294_98___746,KPL1930_CDC2949_98___292,KPL1922_CDC39_95___1583
37,GC_00000038,,34,COG2217,Cation-transporting P-type ATPase (ZntA) (PDB:4BBJ),CDS,persistent,P,exact_core,soft_core,1473.94,1844,28,ATCC_51524___895,KPL3033___992,KPL3043___1012,KPL3050___1124,KPL3052___1122,KPL3065___998,KPL3069___1107|KPL3069___1106,KPL3070___1037,KPL3077___496,KPL3084___1055|KPL3084___1056,KPL3086___1011,KPL3090___1133|KPL3090___1134,KPL3246___1034|KPL3246___1033,KPL3250___1015,KPL3256___626,KPL3264___217|KPL3264___216,KPL3274___996,KPL3911___1080|KPL3911___1081,KPL1914___1041,KPL1934_CDC4709_98___1422,KPL1939_CDC4792_99___952,KPL1938_CDC4791_99___64,KPL1937_CDC4199_99___184,KPL1933_CDC4545_98___411,KPL1932_CDC4420_98___813,KPL1931_CDC4294_98___522,KPL1930_CDC2949_98___196,KPL1922_CDC39_95___139
38,GC_00000039,,34,COG1940,"Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain (NagC) (PDB:1WOQ)",CDS,persistent,P,exact_core,soft_core,836.18,866,28,ATCC_51524___1395,KPL3033___1370,KPL3043___1290,KPL3050___1388,KPL3052___1367,KPL3065___1269,KPL3069___1442,KPL3070___1283|KPL3070___1715|KPL3070___1284,KPL3077___761,KPL3084___1307|KPL3084___1735,KPL3086___1282,KPL3090___1403,KPL3246___1290,KPL3250___1284,KPL3256___887,KPL3264___1695,KPL3274___1249,KPL3911___1333|KPL3911___1750,KPL1914___759,KPL1934_CDC4709_98___1664,KPL1939_CDC4792_99___1623,KPL1938_CDC4791_99___1521|KPL1938_CDC4791_99___1622,KPL1937_CDC4199_99___499,KPL1933_CDC4545_98___248,KPL1932_CDC4420_98___1476|KPL1932_CDC4420_98___449,KPL1931_CDC4294_98___773,KPL1930_CDC2949_98___265,KPL1922_CDC39_95___1610
40,GC_00000041,,33,COG3684,"Tagatose-1,6-bisphosphate/sulfofructosephosphate aldolase (LacD) (PDB:3MYO) (PUBMED:20427286",CDS,persistent,P,exact_core,soft_core,885.55,1001,28,ATCC_51524___709,KPL3033___1314,KPL3043___1218,KPL3050___1507,KPL3052___1490,KPL3065___1202,KPL3069___1310,KPL3070___1230,KPL3077___703|KPL3077___1504,KPL3084___1254,KPL3086___1214,KPL3090___1340,KPL3246___292|KPL3246___1404,KPL3250___1223|KPL3250___278,KPL3256___831,KPL3264___1572,KPL3274___1191,KPL3911___1280,KPL1914___814,KPL1934_CDC4709_98___51,KPL1939_CDC4792_99___67,KPL1938_CDC4791_99___564,KPL1937_CDC4199_99___836|KPL1937_CDC4199_99___614,KPL1933_CDC4545_98___125,KPL1932_CDC4420_98___1359,KPL1931_CDC4294_98___258,KPL1930_CDC2949_98___1201|KPL1930_CDC2949_98___897,KPL1922_CDC39_95___337
41,GC_00000042,,32,COG1823,"L-cystine transporter TcyP, sodium:dicarboxylate symporter family (TcyP)",CDS,persistent,P,exact_core,soft_core,1388,1388,28,ATCC_51524___712,KPL3033___1311,KPL3043___1215,KPL3050___1325,KPL3052___1314,KPL3065___1199,KPL3069___1307|KPL3069___184,KPL3070___1227,KPL3077___1393|KPL3077___700,KPL3084___1251,KPL3086___1211,KPL3090___1337,KPL3246___1231,KPL3250___158|KPL3250___1220,KPL3256___828,KPL3264___1756,KPL3274___1188,KPL3911___1277,KPL1914___817,KPL1934_CDC4709_98___1614,KPL1939_CDC4792_99___64,KPL1938_CDC4791_99___854,KPL1937_CDC4199_99___1372,KPL1933_CDC4545_98___1672,KPL1932_CDC4420_98___676,KPL1931_CDC4294_98___261,KPL1930_CDC2949_98___1009|KPL1930_CDC2949_98___789,KPL1922_CDC39_95___340
42,GC_00000043,,32,COG0435,Glutathionyl-hydroquinone reductase (ECM4) (PDB:6GCA),CDS,persistent,P,exact_core,soft_core,916.25,944,28,ATCC_51524___1584,KPL3033___1561,KPL3043___1487,KPL3050___1581,KPL3052___1565,KPL3065___1459,KPL3069___1642|KPL3069___1641,KPL3070___1495,KPL3077___957,KPL3084___1516,KPL3086___1472,KPL3090___343|KPL3090___1667,KPL3246___234|KPL3246___1476,KPL3250___1467,KPL3256___1092,KPL3264___1498,KPL3274___1439,KPL3911___1535,KPL1914___571,KPL1934_CDC4709_98___124,KPL1939_CDC4792_99___1438,KPL1938_CDC4791_99___636,KPL1937_CDC4199_99___886|KPL1937_CDC4199_99___685,KPL1933_CDC4545_98___49,KPL1932_CDC4420_98___892,KPL1931_CDC4294_98___82,KPL1930_CDC2949_98___101,KPL1922_CDC39_95___810
43,GC_00000044,,32,COG1132,"ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)",CDS,persistent,P,exact_core,soft_core,1374.88,1574,28,ATCC_51524___415,KPL3033___114,KPL3043___121,KPL3050___116,KPL3052___100,KPL3065___107,KPL3069___114,KPL3070___108,KPL3077___1317,KPL3084___109,KPL3086___107,KPL3090___204,KPL3246___114|KPL3246___116|KPL3246___115,KPL3250___97,KPL3256___1451,KPL3264___1132,KPL3274___114|KPL3274___115,KPL3911___110,KPL1914___217,KPL1934_CDC4709_98___471,KPL1939_CDC4792_99___762|KPL1939_CDC4792_99___761,KPL1938_CDC4791_99___1344,KPL1937_CDC4199_99___1042,KPL1933_CDC4545_98___997,KPL1932_CDC4420_98___1617,KPL1931_CDC4294_98___227,KPL1930_CDC2949_98___519,KPL1922_CDC39_95___78
46,GC_00000047,,31,COG1316,"Anionic cell wall polymer biosynthesis enzyme TagV/TagU,  LytR-Cps2A-Psr (LCP) family (peptidoglycan teichoic acid transferase) (Cps2a) (PDB:2XXP) (PUBMED:29107701)",CDS,persistent,P,exact_core,soft_core,1122.16,1211,28,ATCC_51524___1489,KPL3033___1472,KPL3043___1395,KPL3050___1483,KPL3052___1468,KPL3065___1375,KPL3069___1549,KPL3070___1388,KPL3077___857,KPL3084___1414,KPL3086___1388,KPL3090___1578,KPL3246___1381|KPL3246___1382,KPL3250___1381,KPL3256___990,KPL3264___1593,KPL3274___1345,KPL3911___1433,KPL1914___665,KPL1934_CDC4709_98___30|KPL1934_CDC4709_98___1771|KPL1934_CDC4709_98___1770,KPL1939_CDC4792_99___1528,KPL1938_CDC4791_99___539,KPL1937_CDC4199_99___592,KPL1933_CDC4545_98___145,KPL1932_CDC4420_98___19,KPL1931_CDC4294_98___1118,KPL1930_CDC2949_98___12,KPL1922_CDC39_95___1510
47,GC_00000048,,31,COG1295,"Uncharacterized membrane protein, BrkB/YihY/UPF0761 family (not an RNase) (BrkB)",CDS,persistent,P,exact_core,soft_core,994.42,1061,28,ATCC_51524___1486,KPL3033___1469,KPL3043___1392,KPL3050___1480,KPL3052___1465,KPL3065___1372,KPL3069___1546,KPL3070___1385,KPL3077___854,KPL3084___1411,KPL3086___1385,KPL3090___1575,KPL3246___1378,KPL3250___1378,KPL3256___987,KPL3264___1596,KPL3274___1342,KPL3911___1430,KPL1914___668,KPL1934_CDC4709_98___1768|KPL1934_CDC4709_98___1766|KPL1934_CDC4709_98___27|KPL1934_CDC4709_98___1767,KPL1939_CDC4792_99___1531,KPL1938_CDC4791_99___536,KPL1937_CDC4199_99___589,KPL1933_CDC4545_98___148,KPL1932_CDC4420_98___16,KPL1931_CDC4294_98___1121,KPL1930_CDC2949_98___9,KPL1922_CDC39_95___1513
49,GC_00000050,,31,,,CDS,persistent,P,exact_core,soft_core,683.97,770,28,ATCC_51524___1095,KPL3033___811,KPL3043___838,KPL3050___939,KPL3052___935,KPL3065___825,KPL3069___933,KPL3070___864|KPL3070___865,KPL3077___300,KPL3084___883,KPL3086___826,KPL3090___948|KPL3090___949,KPL3246___860,KPL3250___828,KPL3256___464,KPL3264___395,KPL3274___823,KPL3911___906|KPL3911___907,KPL1914___1242,KPL1934_CDC4709_98___1244,KPL1939_CDC4792_99___1135,KPL1938_CDC4791_99___341,KPL1937_CDC4199_99___1202,KPL1933_CDC4545_98___597,KPL1932_CDC4420_98___126,KPL1931_CDC4294_98___566,KPL1930_CDC2949_98___1311,KPL1922_CDC39_95___1271
50,GC_00000051,,31,COG0317,"(p)ppGpp synthase/hydrolase, HD superfamily (SpoT) (PDB:1TDJ)",CDS,persistent,P,exact_core,soft_core,1993.42,2210,28,ATCC_51524___1198|ATCC_51524___1197,KPL3033___718,KPL3043___736,KPL3050___824|KPL3050___825,KPL3052___830,KPL3065___724,KPL3069___832,KPL3070___761,KPL3077___185,KPL3084___771,KPL3086___725,KPL3090___843,KPL3246___756,KPL3250___728,KPL3256___366,KPL3264___501,KPL3274___726,KPL3911___793,KPL1914___1340,KPL1934_CDC4709_98___1140,KPL1939_CDC4792_99___1239|KPL1939_CDC4792_99___1238,KPL1938_CDC4791_99___240,KPL1937_CDC4199_99___68,KPL1933_CDC4545_98___1206,KPL1932_CDC4420_98___316,KPL1931_CDC4294_98___1333,KPL1930_CDC2949_98___1408,KPL1922_CDC39_95___1366
51,GC_00000052,,31,COG4587,"ABC-type uncharacterized transport system, permease component",CDS,persistent,P,exact_core,soft_core,744.94,755,28,ATCC_51524___1683,KPL3033___1675,KPL3043___1580,KPL3050___1700|KPL3050___518,KPL3052___525|KPL3052___1684,KPL3065___1560,KPL3069___1738,KPL3070___1608,KPL3077___1070|KPL3077___1736,KPL3084___1628,KPL3086___1573,KPL3090___1761,KPL3246___1596,KPL3250___1574,KPL3256___1183,KPL3264___1378,KPL3274___1554,KPL3911___1642,KPL1914___455,KPL1934_CDC4709_98___234,KPL1939_CDC4792_99___1336,KPL1938_CDC4791_99___1125,KPL1937_CDC4199_99___344,KPL1933_CDC4545_98___255,KPL1932_CDC4420_98___508,KPL1931_CDC4294_98___188,KPL1930_CDC2949_98___208,KPL1922_CDC39_95___921
