Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Accessory Fragment,Genome Fragment,Order within Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,KPL3033,KPL3043,KPL3050,KPL3052,KPL3065,KPL3069,KPL3070,KPL3077,KPL3084,KPL3086,KPL3090,KPL3246,KPL3250,KPL3256,KPL3264,KPL3274,KPL3911,KPL1914,KPL1934_CDC4709_98,ATCC_51524,KPL1939_CDC4792_99,KPL1938_CDC4791_99,KPL1937_CDC4199_99,KPL1933_CDC4545_98,KPL1932_CDC4420_98,KPL1931_CDC4294_98,KPL1930_CDC2949_98,KPL1922_CDC39_95
ATCC_51524_CDS_1357,persistent,DNA mismatch repair protein MutL,28,28,1,NA,NA,,,,1937,1937,1937,KPL3033_CDS_0554,KPL3043_CDS_0571,KPL3050_CDS_0664,KPL3052_CDS_0658,KPL3065_CDS_0557,KPL3069_CDS_0664,KPL3070_CDS_0598,KPL3077_CDS_0031,KPL3084_CDS_0608,KPL3086_CDS_0556,KPL3090_CDS_0678,KPL3246_CDS_0586,KPL3250_CDS_0558,KPL3256_CDS_0214,KPL3264_CDS_0668,KPL3274_CDS_0578,KPL3911_CDS_0616,KPL1914_CDS_1506,KPL1934_CDC4709_98_CDS_0979,ATCC_51524_CDS_1357,KPL1939_CDC4792_99_CDS_0165,KPL1938_CDC4791_99_CDS_0997,KPL1937_CDC4199_99_CDS_1631,KPL1933_CDC4545_98_CDS_1354,KPL1932_CDC4420_98_CDS_1297,KPL1931_CDC4294_98_CDS_1776,KPL1930_CDC2949_98_CDS_1558,KPL1922_CDC39_95_CDS_0737
KPL1939_CDC4792_99_CDS_0505,cloud,hypothetical protein,6,6,1,NA,NA,,,,1316,1319,1318.5,,,KPL3050_CDS_0343,,,KPL3069_CDS_0335,,,,,,,KPL3250_CDS_0319,KPL3256_CDS_1673,,,,KPL1914_CDS_1746,,,KPL1939_CDC4792_99_CDS_0505,,,,,,,
KPL1939_CDC4792_99_CDS_1049,persistent,hypothetical protein,28,28,1,NA,NA,,,,440,440,440,KPL3033_CDS_0890,KPL3043_CDS_0913,KPL3050_CDS_1022,KPL3052_CDS_1017,KPL3065_CDS_0899,KPL3069_CDS_1005,KPL3070_CDS_0939,KPL3077_CDS_0399,KPL3084_CDS_0957,KPL3086_CDS_0911,KPL3090_CDS_1029,KPL3246_CDS_0934,KPL3250_CDS_0914,KPL3256_CDS_0528,KPL3264_CDS_0317,KPL3274_CDS_0891,KPL3911_CDS_0983,KPL1914_CDS_1141,KPL1934_CDC4709_98_CDS_1320,ATCC_51524_CDS_1009,KPL1939_CDC4792_99_CDS_1049,KPL1938_CDC4791_99_CDS_0417,KPL1937_CDC4199_99_CDS_1224,KPL1933_CDC4545_98_CDS_0508,KPL1932_CDC4420_98_CDS_0047,KPL1931_CDC4294_98_CDS_0018,KPL1930_CDC2949_98_CDS_0939,KPL1922_CDC39_95_CDS_0204
KPL1939_CDC4792_99_CDS_1113,persistent,hypothetical protein,24,56,2.33,NA,NA,,,,110,548,307.3,,"KPL3043_CDS_1396 ""KPL3043_CDS_0158""","KPL3050_CDS_1680 ""KPL3050_CDS_0566"" ""KPL3050_CDS_1681"" ""KPL3050_CDS_0562"" ""KPL3050_CDS_1484"" ""KPL3050_CDS_0835""","KPL3052_CDS_1469 ""KPL3052_CDS_0562""","KPL3065_CDS_0143 ""KPL3065_CDS_1376""","KPL3069_CDS_0564 ""KPL3069_CDS_0406""","KPL3070_CDS_0423 ""KPL3070_CDS_0424""","KPL3077_CDS_1773 ""KPL3077_CDS_0858""","KPL3084_CDS_0428 ""KPL3084_CDS_0784"" ""KPL3084_CDS_0783"" ""KPL3084_CDS_0429""","KPL3086_CDS_0142 ""KPL3086_CDS_1389""","KPL3090_CDS_0040 ""KPL3090_CDS_1579""",KPL3246_CDS_1383,KPL3250_CDS_0848,"KPL3256_CDS_1742 ""KPL3256_CDS_1741"" ""KPL3256_CDS_0991""",KPL3264_CDS_1153,"KPL3274_CDS_0160 ""KPL3274_CDS_0530"" ""KPL3274_CDS_0141"" ""KPL3274_CDS_1346"" ""KPL3274_CDS_0753"" ""KPL3274_CDS_0500"" ""KPL3274_CDS_0138""","KPL3911_CDS_0429 ""KPL3911_CDS_0430"" ""KPL3911_CDS_0806"" ""KPL3911_CDS_0805""",KPL1914_CDS_0662,,"ATCC_51524_CDS_0699 ""ATCC_51524_CDS_0911""","KPL1939_CDC4792_99_CDS_1113 ""KPL1939_CDC4792_99_CDS_0747""",,"KPL1937_CDC4199_99_CDS_0996 ""KPL1937_CDC4199_99_CDS_0593""","KPL1933_CDC4545_98_CDS_1086 ""KPL1933_CDC4545_98_CDS_0575""",,KPL1931_CDC4294_98_CDS_1115,"KPL1930_CDC2949_98_CDS_0677 ""KPL1930_CDC2949_98_CDS_0013""",KPL1922_CDC39_95_CDS_1507
KPL1939_CDC4792_99_CDS_1337,persistent,N-acetylcysteine deacetylase,28,28,1,NA,NA,,,,1196,1196,1196,KPL3033_CDS_1668,KPL3043_CDS_1577,KPL3050_CDS_1697,KPL3052_CDS_1679,KPL3065_CDS_1557,KPL3069_CDS_1735,KPL3070_CDS_1605,KPL3077_CDS_1067,KPL3084_CDS_1625,KPL3086_CDS_1570,KPL3090_CDS_1758,KPL3246_CDS_1593,KPL3250_CDS_1571,KPL3256_CDS_1180,KPL3264_CDS_1379,KPL3274_CDS_1551,KPL3911_CDS_1639,KPL1914_CDS_0456,KPL1934_CDC4709_98_CDS_0231,ATCC_51524_CDS_1678,KPL1939_CDC4792_99_CDS_1337,KPL1938_CDC4791_99_CDS_1122,KPL1937_CDC4199_99_CDS_0345,KPL1933_CDC4545_98_CDS_0256,KPL1932_CDC4420_98_CDS_0505,KPL1931_CDC4294_98_CDS_0185,KPL1930_CDC2949_98_CDS_0209,KPL1922_CDC39_95_CDS_0916
KPL1938_CDC4791_99_CDS_0371,persistent,50S ribosomal protein L25,28,28,1,NA,NA,,,,653,653,653,KPL3033_CDS_0841,KPL3043_CDS_0868,KPL3050_CDS_0969,KPL3052_CDS_0965,KPL3065_CDS_0855,KPL3069_CDS_0964,KPL3070_CDS_0895,KPL3077_CDS_0331,KPL3084_CDS_0913,KPL3086_CDS_0860,KPL3090_CDS_0981,KPL3246_CDS_0890,KPL3250_CDS_0870,KPL3256_CDS_0494,KPL3264_CDS_0359,KPL3274_CDS_0853,KPL3911_CDS_0938,KPL1914_CDS_1211,KPL1934_CDC4709_98_CDS_1274,ATCC_51524_CDS_1063,KPL1939_CDC4792_99_CDS_1091,KPL1938_CDC4791_99_CDS_0371,KPL1937_CDC4199_99_CDS_1170,KPL1933_CDC4545_98_CDS_0553,KPL1932_CDC4420_98_CDS_0094,KPL1931_CDC4294_98_CDS_0596,KPL1930_CDC2949_98_CDS_1279,KPL1922_CDC39_95_CDS_1239
KPL1938_CDC4791_99_CDS_0403,persistent,Glycerol-3-phosphate acyltransferase,28,28,1,NA,NA,,,,596,596,596,KPL3033_CDS_0883,KPL3043_CDS_0899,KPL3050_CDS_1009,KPL3052_CDS_1004,KPL3065_CDS_0886,KPL3069_CDS_0997,KPL3070_CDS_0926,KPL3077_CDS_0372,KPL3084_CDS_0944,KPL3086_CDS_0897,KPL3090_CDS_1016,KPL3246_CDS_0920,KPL3250_CDS_0900,KPL3256_CDS_0522,KPL3264_CDS_0329,KPL3274_CDS_0886,KPL3911_CDS_0969,KPL1914_CDS_1168,KPL1934_CDC4709_98_CDS_1308,ATCC_51524_CDS_1034,KPL1939_CDC4792_99_CDS_1062,KPL1938_CDC4791_99_CDS_0403,KPL1937_CDC4199_99_CDS_1210,KPL1933_CDC4545_98_CDS_0522,KPL1932_CDC4420_98_CDS_0060,KPL1931_CDC4294_98_CDS_0456,KPL1930_CDC2949_98_CDS_0948,KPL1922_CDC39_95_CDS_0218
KPL1938_CDC4791_99_CDS_0627,cloud,hypothetical protein,3,3,1,NA,NA,,,,1145,1145,1145,,,KPL3050_CDS_1572,,,,,,,,,,,,,,,,,,,KPL1938_CDC4791_99_CDS_0627,,,KPL1932_CDC4420_98_CDS_0883,,,
KPL1938_CDC4791_99_CDS_1139,persistent,putative protein YhaP,28,28,1,NA,NA,,,,1163,1274,1267.89,KPL3033_CDS_0290,KPL3043_CDS_0307,KPL3050_CDS_0311,KPL3052_CDS_0287,KPL3065_CDS_0294,KPL3069_CDS_0296,KPL3070_CDS_0308,KPL3077_CDS_1510,KPL3084_CDS_0308,KPL3086_CDS_0292,KPL3090_CDS_0400,KPL3246_CDS_0298,KPL3250_CDS_0284,KPL3256_CDS_1634,KPL3264_CDS_0952,KPL3274_CDS_0300,KPL3911_CDS_0310,KPL1914_CDS_0022,KPL1934_CDC4709_98_CDS_0659,ATCC_51524_CDS_0226,KPL1939_CDC4792_99_CDS_0472,KPL1938_CDC4791_99_CDS_1139,KPL1937_CDC4199_99_CDS_0828,KPL1933_CDC4545_98_CDS_0795,KPL1932_CDC4420_98_CDS_1144,KPL1931_CDC4294_98_CDS_1598,KPL1930_CDC2949_98_CDS_0903,KPL1922_CDC39_95_CDS_1025
KPL1938_CDC4791_99_CDS_1331,shell,Pyrrolidone-carboxylate peptidase,9,9,1,NA,NA,,,,344,407,376.33,,KPL3043_CDS_0132,,,KPL3065_CDS_0118,,,,,KPL3086_CDS_0118,,,,,,KPL3274_CDS_0127,,,,ATCC_51524_CDS_0401,KPL1939_CDC4792_99_CDS_0774,KPL1938_CDC4791_99_CDS_1331,KPL1937_CDC4199_99_CDS_1028,,KPL1932_CDC4420_98_CDS_1629,,,
KPL1937_CDC4199_99_CDS_0311,cloud,6%2C7-dimethyl-8-ribityllumazine synthase,4,4,1,NA,NA,,,,470,470,470,,,,,,KPL3069_CDS_0590,,,,,KPL3090_CDS_0605,,,,,KPL3274_CDS_0504,,,,,,,KPL1937_CDC4199_99_CDS_0311,,,,,
KPL1937_CDC4199_99_CDS_0855,shell,hypothetical protein,20,20,1,NA,NA,,,,425,425,425,KPL3033_CDS_0266,KPL3043_CDS_0282,KPL3050_CDS_0286,KPL3052_CDS_0264,KPL3065_CDS_0269,KPL3069_CDS_0274,,KPL3077_CDS_1484,,KPL3086_CDS_0267,KPL3090_CDS_0374,KPL3246_CDS_0272,KPL3250_CDS_0258,KPL3256_CDS_1610,,,,KPL1914_CDS_0045,KPL1934_CDC4709_98_CDS_0635,,,KPL1938_CDC4791_99_CDS_1162,KPL1937_CDC4199_99_CDS_0855,,KPL1932_CDC4420_98_CDS_1120,KPL1931_CDC4294_98_CDS_1573,KPL1930_CDC2949_98_CDS_0878,KPL1922_CDC39_95_CDS_1049
KPL1937_CDC4199_99_CDS_1015,persistent,Accessory gene regulator protein A,24,25,1.04,NA,NA,,,,179,755,725,KPL3033_CDS_0136,,KPL3050_CDS_0146,KPL3052_CDS_0121,,KPL3069_CDS_0133,"KPL3070_CDS_0136 ""KPL3070_CDS_0137""",KPL3077_CDS_1335,KPL3084_CDS_0136,,KPL3090_CDS_0234,,KPL3250_CDS_0115,KPL3256_CDS_1477,KPL3264_CDS_1103,KPL3274_CDS_0149,KPL3911_CDS_0139,KPL1914_CDS_0193,KPL1934_CDC4709_98_CDS_0502,ATCC_51524_CDS_0382,KPL1939_CDC4792_99_CDS_0788,KPL1938_CDC4791_99_CDS_1315,KPL1937_CDC4199_99_CDS_1015,KPL1933_CDC4545_98_CDS_0969,KPL1932_CDC4420_98_CDS_1642,KPL1931_CDC4294_98_CDS_1187,KPL1930_CDC2949_98_CDS_0500,KPL1922_CDC39_95_CDS_0098
KPL1937_CDC4199_99_CDS_1207,persistent,Formate acetyltransferase,27,27,1,NA,NA,,,,2084,2249,2242.89,KPL3033_CDS_0880,KPL3043_CDS_0896,KPL3050_CDS_1006,KPL3052_CDS_1001,KPL3065_CDS_0883,KPL3069_CDS_0994,KPL3070_CDS_0923,KPL3077_CDS_0369,KPL3084_CDS_0941,KPL3086_CDS_0892,KPL3090_CDS_1013,KPL3246_CDS_0917,KPL3250_CDS_0897,KPL3256_CDS_0519,KPL3264_CDS_0332,KPL3274_CDS_0883,KPL3911_CDS_0966,KPL1914_CDS_1171,KPL1934_CDC4709_98_CDS_1305,ATCC_51524_CDS_1037,KPL1939_CDC4792_99_CDS_1065,KPL1938_CDC4791_99_CDS_0400,KPL1937_CDC4199_99_CDS_1207,KPL1933_CDC4545_98_CDS_0525,KPL1932_CDC4420_98_CDS_0063,KPL1931_CDC4294_98_CDS_0453,,KPL1922_CDC39_95_CDS_0221
KPL1937_CDC4199_99_CDS_1271,persistent,hypothetical protein,28,28,1,NA,NA,,,,803,803,803,KPL3033_CDS_1703,KPL3043_CDS_1607,KPL3050_CDS_1728,KPL3052_CDS_1713,KPL3065_CDS_1587,KPL3069_CDS_1767,KPL3070_CDS_1637,KPL3077_CDS_1099,KPL3084_CDS_1657,KPL3086_CDS_1600,KPL3090_CDS_1786,KPL3246_CDS_1625,KPL3250_CDS_1603,KPL3256_CDS_1211,KPL3264_CDS_1351,KPL3274_CDS_1581,KPL3911_CDS_1672,KPL1914_CDS_0426,KPL1934_CDC4709_98_CDS_0257,ATCC_51524_CDS_0627,KPL1939_CDC4792_99_CDS_1707,KPL1938_CDC4791_99_CDS_0504,KPL1937_CDC4199_99_CDS_1271,KPL1933_CDC4545_98_CDS_1448,KPL1932_CDC4420_98_CDS_0988,KPL1931_CDC4294_98_CDS_1351,KPL1930_CDC2949_98_CDS_0037,KPL1922_CDC39_95_CDS_0608
KPL1937_CDC4199_99_CDS_1399,cloud,hypothetical protein,3,3,1,NA,NA,,,,725,725,725,KPL3033_CDS_1283,,,,,,,,,,,,,,KPL3264_CDS_1782,,,,,,,,KPL1937_CDC4199_99_CDS_1399,,,,,
KPL1933_CDC4545_98_CDS_0276,shell,HTH-type transcriptional activator RhaR,19,19,1,NA,NA,,,,920,920,920,KPL3033_CDS_1648,,KPL3050_CDS_1677,KPL3052_CDS_1661,,,,KPL3077_CDS_1040,,,,KPL3246_CDS_1573,KPL3250_CDS_1554,,KPL3264_CDS_1400,KPL3274_CDS_1531,,KPL1914_CDS_0483,KPL1934_CDC4709_98_CDS_0219,ATCC_51524_CDS_1664,KPL1939_CDC4792_99_CDS_1354,KPL1938_CDC4791_99_CDS_1111,KPL1937_CDC4199_99_CDS_0365,KPL1933_CDC4545_98_CDS_0276,KPL1932_CDC4420_98_CDS_0494,KPL1931_CDC4294_98_CDS_0174,KPL1930_CDC2949_98_CDS_0227,KPL1922_CDC39_95_CDS_0898
KPL1933_CDC4545_98_CDS_0308,shell,hypothetical protein,20,20,1,NA,NA,,,,302,302,302,KPL3033_CDS_1617,KPL3043_CDS_1541,KPL3050_CDS_1645,KPL3052_CDS_1629,,KPL3069_CDS_1700,KPL3070_CDS_1564,,KPL3084_CDS_1583,KPL3086_CDS_1534,,KPL3246_CDS_1541,KPL3250_CDS_1517,KPL3256_CDS_1147,KPL3264_CDS_1432,,KPL3911_CDS_1598,KPL1914_CDS_0515,,ATCC_51524_CDS_1632,KPL1939_CDC4792_99_CDS_1390,KPL1938_CDC4791_99_CDS_1079,,KPL1933_CDC4545_98_CDS_0308,KPL1932_CDC4420_98_CDS_0462,,,KPL1922_CDC39_95_CDS_0866
KPL1933_CDC4545_98_CDS_0788,cloud,hypothetical protein,6,7,1.17,NA,NA,,,,200,209,204.29,,,,KPL3052_CDS_0078,,,,,,,,KPL3246_CDS_0306,,,,KPL3274_CDS_0077,,,,ATCC_51524_CDS_0446,,KPL1938_CDC4791_99_CDS_1377,,"KPL1933_CDC4545_98_CDS_1022 ""KPL1933_CDC4545_98_CDS_0788""",,,,
KPL1932_CDC4420_98_CDS_0237,cloud,hypothetical protein,8,10,1.25,NA,NA,,,,164,179,169.7,KPL3033_CDS_1292,,,,,,,,,,"KPL3090_CDS_1536 ""KPL3090_CDS_0082""",,,"KPL3256_CDS_0010 ""KPL3256_CDS_1793""",KPL3264_CDS_1773,,,,,,,,KPL1937_CDC4199_99_CDS_1390,,KPL1932_CDC4420_98_CDS_0237,KPL1931_CDC4294_98_CDS_1006,,KPL1922_CDC39_95_CDS_0240
KPL1932_CDC4420_98_CDS_0365,persistent,hypothetical protein,28,29,1.04,NA,NA,,,,290,302,293.31,KPL3033_CDS_1450,KPL3043_CDS_1373,KPL3050_CDS_1461,KPL3052_CDS_1446,KPL3065_CDS_1353,KPL3069_CDS_1527,KPL3070_CDS_1366,KPL3077_CDS_0839,KPL3084_CDS_1389,KPL3086_CDS_1366,KPL3090_CDS_1554,KPL3246_CDS_1362,KPL3250_CDS_1357,KPL3256_CDS_0968,KPL3264_CDS_1613,KPL3274_CDS_1322,KPL3911_CDS_1413,KPL1914_CDS_0681,"KPL1934_CDC4709_98_CDS_1750 ""KPL1934_CDC4709_98_CDS_0012""",ATCC_51524_CDS_1467,KPL1939_CDC4792_99_CDS_1548,KPL1938_CDC4791_99_CDS_1600,KPL1937_CDC4199_99_CDS_0570,KPL1933_CDC4545_98_CDS_0166,KPL1932_CDC4420_98_CDS_0365,KPL1931_CDC4294_98_CDS_0695,KPL1930_CDC2949_98_CDS_0344,KPL1922_CDC39_95_CDS_1530
KPL1932_CDC4420_98_CDS_0429,shell,hypothetical protein,20,20,1,NA,NA,,,,185,362,344.3,KPL3033_CDS_1386,KPL3043_CDS_1306,,KPL3052_CDS_1383,KPL3065_CDS_1286,KPL3069_CDS_1461,KPL3070_CDS_1302,KPL3077_CDS_0778,KPL3084_CDS_1326,KPL3086_CDS_1299,KPL3090_CDS_1420,,,KPL3256_CDS_0905,KPL3264_CDS_1675,,,KPL1914_CDS_0741,KPL1934_CDC4709_98_CDS_1682,,,KPL1938_CDC4791_99_CDS_1536,,KPL1933_CDC4545_98_CDS_0230,KPL1932_CDC4420_98_CDS_0429,KPL1931_CDC4294_98_CDS_0755,KPL1930_CDC2949_98_CDS_0281,KPL1922_CDC39_95_CDS_1592
KPL1932_CDC4420_98_CDS_0461,persistent,D-proline reductase subunit gamma,28,28,1,NA,NA,,,,515,515,515,KPL3033_CDS_1616,KPL3043_CDS_1540,KPL3050_CDS_1644,KPL3052_CDS_1628,KPL3065_CDS_1520,KPL3069_CDS_1699,KPL3070_CDS_1563,KPL3077_CDS_1011,KPL3084_CDS_1582,KPL3086_CDS_1533,KPL3090_CDS_1723,KPL3246_CDS_1540,KPL3250_CDS_1516,KPL3256_CDS_1146,KPL3264_CDS_1433,KPL3274_CDS_1500,KPL3911_CDS_1597,KPL1914_CDS_0516,KPL1934_CDC4709_98_CDS_0187,ATCC_51524_CDS_1631,KPL1939_CDC4792_99_CDS_1391,KPL1938_CDC4791_99_CDS_1078,KPL1937_CDC4199_99_CDS_0397,KPL1933_CDC4545_98_CDS_0309,KPL1932_CDC4420_98_CDS_0461,KPL1931_CDC4294_98_CDS_0142,KPL1930_CDC2949_98_CDS_0581,KPL1922_CDC39_95_CDS_0865
KPL1932_CDC4420_98_CDS_0493,shell,Isoprimeverose transporter,16,16,1,NA,NA,,,,1382,1382,1382,KPL3033_CDS_1647,,KPL3050_CDS_1676,KPL3052_CDS_1660,,,,KPL3077_CDS_1039,,,,KPL3246_CDS_1572,,,KPL3264_CDS_1401,,,KPL1914_CDS_0484,KPL1934_CDC4709_98_CDS_0218,ATCC_51524_CDS_1663,,KPL1938_CDC4791_99_CDS_1110,KPL1937_CDC4199_99_CDS_0366,KPL1933_CDC4545_98_CDS_0277,KPL1932_CDC4420_98_CDS_0493,KPL1931_CDC4294_98_CDS_0173,KPL1930_CDC2949_98_CDS_0228,KPL1922_CDC39_95_CDS_0897
KPL1932_CDC4420_98_CDS_0557,persistent,Phenylalanine--tRNA ligase alpha subunit,28,28,1,NA,NA,,,,1052,1052,1052,KPL3033_CDS_1138,KPL3043_CDS_1099,KPL3050_CDS_1199,KPL3052_CDS_1199,KPL3065_CDS_1079,KPL3069_CDS_1185,KPL3070_CDS_1112,KPL3077_CDS_0583,KPL3084_CDS_1135,KPL3086_CDS_1093,KPL3090_CDS_1220,KPL3246_CDS_1107,KPL3250_CDS_1096,KPL3256_CDS_0702,KPL3264_CDS_0122,KPL3274_CDS_1068,KPL3911_CDS_1158,KPL1914_CDS_0930,KPL1934_CDC4709_98_CDS_1495,ATCC_51524_CDS_0821,KPL1939_CDC4792_99_CDS_0335,KPL1938_CDC4791_99_CDS_0735,KPL1937_CDC4199_99_CDS_1764,KPL1933_CDC4545_98_CDS_1557,KPL1932_CDC4420_98_CDS_0557,KPL1931_CDC4294_98_CDS_0382,KPL1930_CDC2949_98_CDS_1118,KPL1922_CDC39_95_CDS_0451
KPL1932_CDC4420_98_CDS_0621,persistent,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU,28,29,1.04,NA,NA,,,,317,818,789.14,KPL3033_CDS_1209,KPL3043_CDS_1162,KPL3050_CDS_1272,KPL3052_CDS_1263,KPL3065_CDS_1144,KPL3069_CDS_1256,KPL3070_CDS_1176,KPL3077_CDS_0649,KPL3084_CDS_1200,"KPL3086_CDS_1158 ""KPL3086_CDS_1157""",KPL3090_CDS_1288,KPL3246_CDS_1180,KPL3250_CDS_1169,KPL3256_CDS_0775,KPL3264_CDS_0047,KPL3274_CDS_1140,KPL3911_CDS_1225,KPL1914_CDS_0866,KPL1934_CDC4709_98_CDS_1559,ATCC_51524_CDS_0757,KPL1939_CDC4792_99_CDS_0251,KPL1938_CDC4791_99_CDS_0799,KPL1937_CDC4199_99_CDS_0338,KPL1933_CDC4545_98_CDS_1621,KPL1932_CDC4420_98_CDS_0621,KPL1931_CDC4294_98_CDS_0310,KPL1930_CDC2949_98_CDS_1054,KPL1922_CDC39_95_CDS_0386
KPL1932_CDC4420_98_CDS_0685,shell,hypothetical protein,11,11,1,NA,NA,,,,665,1664,1568,,,KPL3050_CDS_1334,,KPL3065_CDS_1213,KPL3069_CDS_1319,,KPL3077_CDS_0714,,KPL3086_CDS_1225,KPL3090_CDS_1351,,KPL3250_CDS_1234,,KPL3264_CDS_1744,,,,,,,KPL1938_CDC4791_99_CDS_0863,,,KPL1932_CDC4420_98_CDS_0685,KPL1931_CDC4294_98_CDS_0245,,
KPL1932_CDC4420_98_CDS_0845,persistent,Branched-chain-amino-acid transaminase 1,28,28,1,NA,NA,,,,1037,1037,1037,KPL3033_CDS_1514,KPL3043_CDS_1434,KPL3050_CDS_1533,KPL3052_CDS_1515,KPL3065_CDS_1414,KPL3069_CDS_1587,KPL3070_CDS_1429,KPL3077_CDS_0898,KPL3084_CDS_1456,KPL3086_CDS_1427,KPL3090_CDS_1617,KPL3246_CDS_1429,KPL3250_CDS_1421,KPL3256_CDS_1035,KPL3264_CDS_1545,KPL3274_CDS_1388,KPL3911_CDS_1474,KPL1914_CDS_0621,KPL1934_CDC4709_98_CDS_0077,ATCC_51524_CDS_1527,KPL1939_CDC4792_99_CDS_1488,KPL1938_CDC4791_99_CDS_0589,KPL1937_CDC4199_99_CDS_0639,KPL1933_CDC4545_98_CDS_0098,KPL1932_CDC4420_98_CDS_0845,KPL1931_CDC4294_98_CDS_1076,KPL1930_CDC2949_98_CDS_1174,KPL1922_CDC39_95_CDS_1469
KPL1932_CDC4420_98_CDS_1517,shell,hypothetical protein,14,14,1,NA,NA,,,,128,128,128,,KPL3043_CDS_0019,,,KPL3065_CDS_0019,,KPL3070_CDS_0021,,KPL3084_CDS_0021,KPL3086_CDS_0019,,,,KPL3256_CDS_1351,,,KPL3911_CDS_0022,,,ATCC_51524_CDS_0511,KPL1939_CDC4792_99_CDS_0662,KPL1938_CDC4791_99_CDS_1663,KPL1937_CDC4199_99_CDS_1138,KPL1933_CDC4545_98_CDS_1104,KPL1932_CDC4420_98_CDS_1517,,KPL1930_CDC2949_98_CDS_0389,
KPL1931_CDC4294_98_CDS_0061,persistent,hypothetical protein,28,28,1,NA,NA,,,,737,737,737,KPL3033_CDS_1545,KPL3043_CDS_1464,KPL3050_CDS_1560,KPL3052_CDS_1543,KPL3065_CDS_1443,KPL3069_CDS_1615,KPL3070_CDS_1460,KPL3077_CDS_0930,KPL3084_CDS_1485,KPL3086_CDS_1456,KPL3090_CDS_1646,KPL3246_CDS_1456,KPL3250_CDS_1451,KPL3256_CDS_1064,KPL3264_CDS_1518,KPL3274_CDS_1418,KPL3911_CDS_1503,KPL1914_CDS_0589,KPL1934_CDC4709_98_CDS_0103,ATCC_51524_CDS_1559,KPL1939_CDC4792_99_CDS_1456,KPL1938_CDC4791_99_CDS_0615,KPL1937_CDC4199_99_CDS_0665,KPL1933_CDC4545_98_CDS_0071,KPL1932_CDC4420_98_CDS_0871,KPL1931_CDC4294_98_CDS_0061,KPL1930_CDC2949_98_CDS_0079,KPL1922_CDC39_95_CDS_0787
KPL1931_CDC4294_98_CDS_0157,persistent,putative ABC transporter ATP-binding protein,28,28,1,NA,NA,,,,737,737,737,KPL3033_CDS_1631,KPL3043_CDS_1556,KPL3050_CDS_1660,KPL3052_CDS_1644,KPL3065_CDS_1535,KPL3069_CDS_1715,KPL3070_CDS_1579,KPL3077_CDS_1025,KPL3084_CDS_1598,KPL3086_CDS_1549,KPL3090_CDS_1737,KPL3246_CDS_1556,KPL3250_CDS_1532,KPL3256_CDS_1162,KPL3264_CDS_1417,KPL3274_CDS_1515,KPL3911_CDS_1613,KPL1914_CDS_0500,KPL1934_CDC4709_98_CDS_0202,ATCC_51524_CDS_1647,KPL1939_CDC4792_99_CDS_1375,KPL1938_CDC4791_99_CDS_1094,KPL1937_CDC4199_99_CDS_0382,KPL1933_CDC4545_98_CDS_0293,KPL1932_CDC4420_98_CDS_0477,KPL1931_CDC4294_98_CDS_0157,KPL1930_CDC2949_98_CDS_0244,KPL1922_CDC39_95_CDS_0881
KPL1931_CDC4294_98_CDS_0221,persistent,hypothetical protein,28,28,1,NA,NA,,,,719,851,747.07,KPL3033_CDS_0118,KPL3043_CDS_0124,KPL3050_CDS_0120,KPL3052_CDS_0104,KPL3065_CDS_0110,KPL3069_CDS_0118,KPL3070_CDS_0111,KPL3077_CDS_1321,KPL3084_CDS_0112,KPL3086_CDS_0110,KPL3090_CDS_0208,KPL3246_CDS_0119,KPL3250_CDS_0100,KPL3256_CDS_1455,KPL3264_CDS_1126,KPL3274_CDS_0119,KPL3911_CDS_0113,KPL1914_CDS_0211,KPL1934_CDC4709_98_CDS_0474,ATCC_51524_CDS_0409,KPL1939_CDC4792_99_CDS_0766,KPL1938_CDC4791_99_CDS_1339,KPL1937_CDC4199_99_CDS_1036,KPL1933_CDC4545_98_CDS_0991,KPL1932_CDC4420_98_CDS_1621,KPL1931_CDC4294_98_CDS_0221,KPL1930_CDC2949_98_CDS_0514,KPL1922_CDC39_95_CDS_0082
KPL1931_CDC4294_98_CDS_0349,shell,Ascorbate-specific PTS system EIIA component,10,10,1,NA,NA,,,,485,485,485,KPL3033_CDS_1170,,KPL3050_CDS_1232,,,KPL3069_CDS_1217,,,,,,KPL3246_CDS_1140,KPL3250_CDS_1130,KPL3256_CDS_0735,KPL3264_CDS_0088,KPL3274_CDS_1101,,,,,KPL1939_CDC4792_99_CDS_0290,,,,,KPL1931_CDC4294_98_CDS_0349,,
